flag,gid,role,cluster_id,priority_score,metric_value,meaning,evidence,attention
gives_more_than_received,100000008490127100,peripheral,6,0.570399,491245.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 6 получателей, колено 3.",нет
gives_more_than_received,100000007511163100,peripheral,5,0.57014,18386.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 3 получателей, колено 1.",возвратный поток (1 цикл.)
gives_more_than_received,100000004480280100,peripheral,4,0.569498,149156.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 1.",нет
gives_more_than_received,100000008742053100,distributor,10,0.569284,2779000.0,исходящий поток выше видимого входа,"Признаки распределения: 12 получателей против 1 плательщиков, исходящий поток 2,789,000 KZT.",нет
gives_more_than_received,100000002481974100,peripheral,7,0.568797,228553.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 2 получателей, колено 3.",нет
gives_more_than_received,100000004209339100,peripheral,34,0.568252,100000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",возвратный поток (1 цикл.); 3 входов у порога 5–10 тыс.
gives_more_than_received,100000007382543100,peripheral,29,0.567668,209000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 3 плательщиков, 5 получателей, колено 2.",возвратный поток (2 цикл.)
gives_more_than_received,100000007864477100,peripheral,1,0.566061,127500.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 6 получателей, колено 3.",повтор одной суммы ×5
gives_more_than_received,100000001937767100,peripheral,15,0.565286,1880000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 4 получателей, колено 1.",возвратный поток с seed (1 цикл.)
gives_more_than_received,100000008188026100,peripheral,16,0.563117,251515.17,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 4 получателей, колено 1.",нет
gives_more_than_received,100000003457710100,peripheral,6,0.562867,979445.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000002527114100,distributor,2,0.561934,3160249.0,исходящий поток выше видимого входа,"Признаки распределения: 111 получателей против 3 плательщиков, исходящий поток 3,289,249 KZT.",возвратный поток с seed (3 цикл.); повтор одной суммы ×4
gives_more_than_received,100000005079754100,peripheral,4,0.561891,52000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 1.",нет
gives_more_than_received,100000002241986100,peripheral,40,0.561524,2797000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 6 получателей, колено 3.",нет
gives_more_than_received,100000004076740100,peripheral,35,0.561231,31750.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 3 плательщиков, 6 получателей, колено 1.",возвратный поток (4 цикл.)
gives_more_than_received,100000001162560100,distributor,3,0.560921,2573098.0,исходящий поток выше видимого входа,"Признаки распределения: 12 получателей против 1 плательщиков, исходящий поток 2,904,398 KZT.",нет
gives_more_than_received,100000004077081100,peripheral,4,0.559848,475000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 4 получателей, колено 3.",звено сквозной цепочки (7)
gives_more_than_received,100000008137435100,peripheral,24,0.55642,1325794.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 6 получателей, колено 1.",возвратный поток с seed (1 цикл.)
gives_more_than_received,100000000976943100,transit,12,0.55411,14000.0,исходящий поток выше видимого входа,"Признаки транзита: отдал 120% видимого входа; 1→1 связей, быстрый выход 100%.",нет
gives_more_than_received,100000008625905100,peripheral,59,0.55285,437200.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",нет
gives_more_than_received,100000008223661100,peripheral,3,0.547662,60580.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 5 получателей, колено 3.",нет
gives_more_than_received,100000008628231100,peripheral,67,0.544776,577870.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 1.",повтор одной суммы ×8
gives_more_than_received,100000004017410100,peripheral,35,0.543213,1137265.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 5 получателей, колено 3.",возвратный поток (7 цикл.)
gives_more_than_received,100000006977207100,distributor,21,0.542716,3743018.0,исходящий поток выше видимого входа,"Признаки распределения: 15 получателей против 1 плательщиков, исходящий поток 4,157,018 KZT.",нет
gives_more_than_received,100000000089154100,distributor,1,0.542004,415500.0,исходящий поток выше видимого входа,"Признаки распределения: 15 получателей против 1 плательщиков, исходящий поток 425,500 KZT.",возвратный поток с seed (5 цикл.); звено сквозной цепочки (2); повтор одной суммы ×4
gives_more_than_received,100000001637376100,peripheral,6,0.53611,117550.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000008501413100,transit,34,0.529304,100.0,исходящий поток выше видимого входа,"Признаки транзита: отдал 102% видимого входа; 1→1 связей, быстрый выход 100%.",звено сквозной цепочки (1)
gives_more_than_received,100000002731501100,peripheral,26,0.527352,263590.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 3 плательщиков, 7 получателей, колено 1.",возвратный поток с seed (10 цикл.); 3 плательщиков в один день; повтор одной суммы ×5
gives_more_than_received,100000001677929100,peripheral,11,0.527049,159321.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 3 плательщиков, 2 получателей, колено 2.",возвратный поток (2 цикл.)
gives_more_than_received,100000001346560100,peripheral,4,0.524366,12200.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 2.",нет
gives_more_than_received,100000008603331100,peripheral,3,0.524291,702274.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 6 получателей, колено 2.",возвратный поток (1 цикл.)
gives_more_than_received,100000008650785100,peripheral,5,0.518954,28120.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 2 получателей, колено 0.",нет
gives_more_than_received,100000005481280100,peripheral,16,0.518227,17300.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 2.",нет
gives_more_than_received,100000004717647100,peripheral,46,0.515033,1940000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 3.",возвратный поток (1 цикл.)
gives_more_than_received,100000002448088100,peripheral,23,0.511532,5000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 3 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000004877085100,peripheral,14,0.510587,70600.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",нет
gives_more_than_received,100000007898453100,peripheral,4,0.507643,295250.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",возвратный поток (1 цикл.)
gives_more_than_received,100000004744306100,peripheral,20,0.505141,23000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 1.",нет
gives_more_than_received,100000008254069100,peripheral,20,0.50399,97300.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 2.",возвратный поток (1 цикл.)
gives_more_than_received,100000008545727100,peripheral,8,0.502205,1836500.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 6 получателей, колено 2.",возвратный поток (1 цикл.)
gives_more_than_received,100000004722765100,peripheral,48,0.501879,2054500.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",нет
gives_more_than_received,100000005140601100,peripheral,7,0.500737,142615.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 3 плательщиков, 2 получателей, колено 2.",возвратный поток (2 цикл.)
gives_more_than_received,100000002738256100,transit,53,0.500652,24800.0,исходящий поток выше видимого входа,"Признаки транзита: отдал 117% видимого входа; 1→1 связей, быстрый выход 100%.",возвратный поток (1 цикл.)
gives_more_than_received,100000002681449100,peripheral,41,0.500503,38362.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 2 получателей, колено 1.",нет
gives_more_than_received,100000006641671100,transit,7,0.499722,3000.0,исходящий поток выше видимого входа,"Признаки транзита: отдал 114% видимого входа; 2→1 связей, быстрый выход 100%.",звено сквозной цепочки (1)
gives_more_than_received,100000003163256100,transit,5,0.497947,1515.0,исходящий поток выше видимого входа,"Признаки транзита: отдал 111% видимого входа; 1→1 связей, быстрый выход 0%.",нет
gives_more_than_received,100000008587459100,peripheral,1,0.4965,504993.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 2 получателей, колено 2.",возвратный поток с seed (3 цикл.)
gives_more_than_received,100000004424023100,peripheral,10,0.493772,50000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",нет
gives_more_than_received,100000008579978100,peripheral,6,0.493472,43000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000001063678100,peripheral,24,0.492329,55000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",нет
gives_more_than_received,100000000274067100,peripheral,11,0.491585,2451296.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 3 получателей, колено 1.",возвратный поток (1 цикл.)
gives_more_than_received,100000002963189100,peripheral,15,0.488851,4729000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 7 получателей, колено 3.",возвратный поток (1 цикл.); повтор одной суммы ×8
gives_more_than_received,100000001965374100,peripheral,25,0.488601,1322380.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 3 получателей, колено 2.",возвратный поток (1 цикл.)
gives_more_than_received,100000008443341100,peripheral,13,0.4877,15500.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 3 получателей, колено 1.",возвратный поток с seed (3 цикл.); звено сквозной цепочки (4)
gives_more_than_received,100000003923946100,peripheral,9,0.487183,393000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 4 получателей, колено 1.",возвратный поток с seed (1 цикл.)
gives_more_than_received,100000000724540100,peripheral,21,0.486866,50000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",нет
gives_more_than_received,100000002205022100,peripheral,56,0.485465,510900.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 2.",нет
gives_more_than_received,100000003823811100,peripheral,20,0.485298,36130.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 2.",нет
gives_more_than_received,100000001601320100,transit,11,0.484762,2700.0,исходящий поток выше видимого входа,"Признаки транзита: отдал 106% видимого входа; 2→1 связей, быстрый выход 0%.",нет
gives_more_than_received,100000000933075100,peripheral,13,0.483888,15000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",возвратный поток (1 цикл.)
gives_more_than_received,100000000640800100,peripheral,7,0.480877,438135.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 4 получателей, колено 3.",нет
gives_more_than_received,100000005031696100,peripheral,52,0.479618,110000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",нет
gives_more_than_received,100000002032323100,peripheral,3,0.479393,750000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000008632060100,distributor,1,0.478915,333200.0,исходящий поток выше видимого входа,"Признаки распределения: 9 получателей против 1 плательщиков, исходящий поток 339,200 KZT.",возвратный поток с seed (4 цикл.); повтор одной суммы ×4
gives_more_than_received,100000008121806100,peripheral,7,0.478709,181509.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 4 получателей, колено 3.",возвратный поток (1 цикл.); повторная пересылка за ≤2 дня (1 маршр.)
gives_more_than_received,100000008193577100,peripheral,44,0.477388,325880.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 5 получателей, колено 1.",возвратный поток с seed (9 цикл.)
gives_more_than_received,100000001703168100,peripheral,4,0.476157,45000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",нет
gives_more_than_received,100000005602999100,peripheral,34,0.475381,11000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",возвратный поток (1 цикл.); звено сквозной цепочки (1)
gives_more_than_received,100000003154105100,peripheral,23,0.474205,278000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 7 получателей, колено 3.",нет
gives_more_than_received,100000004670388100,peripheral,51,0.474146,559646.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",возвратный поток (1 цикл.)
gives_more_than_received,100000002970466100,peripheral,1,0.471244,69683.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",нет
gives_more_than_received,100000004041163100,peripheral,20,0.470773,816000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 0.",возвратный поток с seed (1 цикл.)
gives_more_than_received,100000000267734100,peripheral,11,0.470301,102000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 7 получателей, колено 1.",возвратный поток (1 цикл.)
gives_more_than_received,100000003016438100,peripheral,3,0.469284,100000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000008003034100,peripheral,14,0.468767,122799.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 4 получателей, колено 1.",нет
gives_more_than_received,100000003215448100,peripheral,7,0.466106,32691.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",нет
gives_more_than_received,100000005357705100,peripheral,7,0.463362,334485.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 4 получателей, колено 3.",звено сквозной цепочки (1)
gives_more_than_received,100000008258458100,peripheral,65,0.463003,1538988.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",нет
gives_more_than_received,100000006664478100,transit,9,0.461269,5000.0,исходящий поток выше видимого входа,"Признаки транзита: отдал 109% видимого входа; 1→2 связей, быстрый выход 67%.",нет
gives_more_than_received,100000008088082100,peripheral,14,0.460109,10862.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000002733905100,peripheral,2,0.458713,617839.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 3 плательщиков, 2 получателей, колено 2.",возвратный поток (2 цикл.)
gives_more_than_received,100000005661829100,transit,18,0.456733,2572.0,исходящий поток выше видимого входа,"Признаки транзита: отдал 107% видимого входа; 1→2 связей, быстрый выход 100%.",нет
gives_more_than_received,100000000733451100,peripheral,14,0.455672,230000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000001380054100,peripheral,30,0.454871,232950.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 3 получателей, колено 1.",возвратный поток с seed (2 цикл.)
gives_more_than_received,100000002696152100,peripheral,34,0.454807,47200.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",возвратный поток (1 цикл.); 3 входов у порога 5–10 тыс.
gives_more_than_received,100000003001661100,peripheral,29,0.453545,329500.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 3.",возвратный поток (1 цикл.)
gives_more_than_received,100000004770073100,transit,1,0.453321,4.57,исходящий поток выше видимого входа,"Признаки транзита: отдал 100% видимого входа; 1→1 связей, быстрый выход 100%.",звено сквозной цепочки (3)
gives_more_than_received,100000004580202100,peripheral,24,0.452302,36000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 2.",нет
gives_more_than_received,100000003968044100,peripheral,7,0.451668,271000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",возвратный поток (2 цикл.)
gives_more_than_received,100000005367284100,peripheral,1,0.451293,34600.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",нет
gives_more_than_received,100000008724461100,peripheral,3,0.450434,29889.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000004183610100,peripheral,14,0.449166,893000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000003582677100,peripheral,4,0.448182,26243.01,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 4 получателей, колено 3.",нет
gives_more_than_received,100000008647905100,peripheral,18,0.446622,294222.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",нет
gives_more_than_received,100000005037490100,peripheral,14,0.445187,15000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",возвратный поток (1 цикл.)
gives_more_than_received,100000001317336100,peripheral,32,0.443286,1620804.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",нет
gives_more_than_received,100000004094958100,transit,50,0.442883,1000.0,исходящий поток выше видимого входа,"Признаки транзита: отдал 103% видимого входа; 1→1 связей, быстрый выход 100%.",нет
gives_more_than_received,100000005911352100,peripheral,39,0.440458,9000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 3 получателей, колено 2.",возвратный поток (1 цикл.)
gives_more_than_received,100000004420041100,peripheral,13,0.440108,582192.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 7 получателей, колено 3.",нет
gives_more_than_received,100000004398811100,peripheral,4,0.437055,614672.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 2.",нет
gives_more_than_received,100000005634552100,peripheral,1,0.435988,1170150.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 1.",нет
gives_more_than_received,100000003977183100,peripheral,9,0.4358,642200.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 4 получателей, колено 0.",возвратный поток с seed (1 цикл.)
gives_more_than_received,100000003221510100,peripheral,1,0.435646,96000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",нет
gives_more_than_received,100000003917461100,peripheral,13,0.434845,130000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",возвратный поток (1 цикл.)
gives_more_than_received,100000002306369100,peripheral,4,0.434111,187734.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 6 получателей, колено 1.",возвратный поток с seed (7 цикл.)
gives_more_than_received,100000003616818100,peripheral,26,0.433218,162100.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 3 плательщиков, 3 получателей, колено 1.",возвратный поток с seed (10 цикл.)
gives_more_than_received,100000003843844100,peripheral,14,0.432685,221320.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000005519347100,peripheral,5,0.43139,25900.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 0.",нет
gives_more_than_received,100000002748180100,distributor,10,0.429827,669843.0,исходящий поток выше видимого входа,"Признаки распределения: 8 получателей против 1 плательщиков, исходящий поток 679,743 KZT.",нет
gives_more_than_received,100000001287955100,peripheral,10,0.428197,292480.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 4 получателей, колено 2.",нет
gives_more_than_received,100000007472293100,peripheral,49,0.427146,340900.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",нет
gives_more_than_received,100000001052945100,peripheral,58,0.423677,1539180.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",нет
gives_more_than_received,100000003896956100,peripheral,5,0.42341,17000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000008721637100,peripheral,9,0.423001,102959.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",нет
gives_more_than_received,100000007392365100,peripheral,42,0.422601,1755987.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 6 получателей, колено 3.",нет
gives_more_than_received,100000008571433100,peripheral,53,0.420578,1084000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 2 получателей, колено 0.",возвратный поток с seed (2 цикл.)
gives_more_than_received,100000005507142100,peripheral,38,0.42034,49000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 3 плательщиков, 3 получателей, колено 2.",возвратный поток (2 цикл.)
gives_more_than_received,100000001330595100,peripheral,26,0.419373,67000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 3 плательщиков, 1 получателей, колено 2.",нет
gives_more_than_received,100000005268319100,peripheral,1,0.419248,71287.2,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 3.",возвратный поток (1 цикл.)
gives_more_than_received,100000006240939100,peripheral,9,0.417379,618015.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 2.",нет
gives_more_than_received,100000008531133100,peripheral,5,0.416003,133271.68,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 2.",нет
gives_more_than_received,100000008583360100,peripheral,8,0.415936,57157.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000001382002100,transit,1,0.415118,1500.0,исходящий поток выше видимого входа,"Признаки транзита: отдал 103% видимого входа; 1→1 связей, быстрый выход 0%.",возвратный поток (1 цикл.)
gives_more_than_received,100000004931931100,peripheral,1,0.414869,21062.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000003001564100,peripheral,5,0.413801,156480.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 1.",нет
gives_more_than_received,100000006169033100,peripheral,43,0.4124,1091271.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",возвратный поток (1 цикл.)
gives_more_than_received,100000000297649100,peripheral,13,0.411532,30600.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
gives_more_than_received,100000000583220100,peripheral,68,0.410899,756255.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000003190207100,peripheral,20,0.410899,372000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000005168487100,peripheral,12,0.410331,88510.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.); повтор одной суммы ×6
gives_more_than_received,100000004340038100,peripheral,14,0.409731,39022.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000001427082100,peripheral,23,0.409039,119900.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 3.",нет
gives_more_than_received,100000004475818100,peripheral,6,0.408964,40989.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",возвратный поток (1 цикл.); звено сквозной цепочки (1)
gives_more_than_received,100000005815602100,peripheral,5,0.407696,145000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",нет
gives_more_than_received,100000002152857100,peripheral,9,0.40637,1125000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 1.",нет
gives_more_than_received,100000000922570100,transit,13,0.404637,2899.0,исходящий поток выше видимого входа,"Признаки транзита: отдал 106% видимого входа; 1→1 связей, быстрый выход 0%.",нет
gives_more_than_received,100000003054328100,peripheral,10,0.404051,53720.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",нет
gives_more_than_received,100000008659445100,peripheral,44,0.402997,736660.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 3 плательщиков, 4 получателей, колено 0.",возвратный поток с seed (10 цикл.)
gives_more_than_received,100000002609774100,peripheral,8,0.401824,19800.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 1.",нет
gives_more_than_received,100000008757369100,peripheral,1,0.401123,32437.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",повторная пересылка за ≤2 дня (1 маршр.)
gives_more_than_received,100000008430691100,peripheral,71,0.400915,584900.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",возвратный поток (1 цикл.)
gives_more_than_received,100000003873332100,peripheral,18,0.399739,262532.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 4 получателей, колено 1.",нет
gives_more_than_received,100000000190228100,peripheral,3,0.399689,23560.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",нет
gives_more_than_received,100000008601794100,peripheral,57,0.39675,377000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 0.",возвратный поток с seed (2 цикл.)
gives_more_than_received,100000001788284100,peripheral,27,0.39606,288700.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 3.",возвратный поток (1 цикл.)
gives_more_than_received,100000002371751100,peripheral,62,0.395925,50000.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 1.",нет
gives_more_than_received,100000005958064100,peripheral,15,0.394709,158240.84,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 1.",нет
gives_more_than_received,100000000507799100,peripheral,39,0.392949,2868.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 1.",нет
gives_more_than_received,100000004715209100,peripheral,3,0.390822,345450.0,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 3.",возвратный поток (1 цикл.)
gives_more_than_received,100000005619339100,transit,5,0.389551,442.6,исходящий поток выше видимого входа,"Признаки транзита: отдал 109% видимого входа; 1→1 связей, быстрый выход 0%.",нет
gives_more_than_received,100000004527381100,peripheral,16,0.388846,154532.94,исходящий поток выше видимого входа,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",нет
